简介,小区,户型,面积,关注人数,观看次数,发布时间,房价,单价/平,城区,经纬度
北京方糖不限购LOFT，5.5米挑高，精装修，拎包入住！,北京方糖 , 2室2厅 , 59.18平米 ,56人关注 , 共11次带看 , 2个月以前发布,275,单价46469元/平米,顺义,"116.564402,40.108073"
会展誉景 2室1厅 410万,会展誉景 , 2室1厅 , 96.18平米 ,21人关注 , 共17次带看 , 1个月以前发布,410,单价42629元/平米,顺义,"116.546902,40.085665"
不限购 简单装修 诚心出售 随时签约,焦各庄街2号院 , 1室1厅 , 67平米 ,40人关注 , 共12次带看 , 2个月以前发布,170,单价25374元/平米,顺义,"116.625568,40.137845"
樱花园一区 3室2厅 325万,樱花园一区 , 3室2厅 , 140.36平米 ,10人关注 , 共0次带看 , 25天以前发布,325,单价23155元/平米,顺义,"116.636725,40.031531"
石景苑 2室1厅 365万,石景苑 , 2室1厅 , 88.15平米 ,6人关注 , 共0次带看 , 26天以前发布,365,单价41407元/平米,顺义,"116.632424,40.136352"
裕龙二区 3室1厅 390万,裕龙二区 , 3室1厅 , 102.8平米 ,12人关注 , 共3次带看 , 1个月以前发布,390,单价37938元/平米,顺义,"116.674322,40.12784"
三居室 主卧室朝南客厅朝南 尖顶,马坡花园二区 , 3室2厅 , 123.23平米 ,7人关注 , 共5次带看 , 2个月以前发布,415,单价33677元/平米,顺义,"116.661657,40.18394"
双裕花园西区精装二居 南北通透，经典户型，业主诚售,双裕花园西区 , 2室2厅 , 111.8平米 ,74人关注 , 共5次带看 , 4个月以前发布,450,单价40251元/平米,顺义,"116.555368,40.113521"
滨河小区 2室1厅 230万,滨河小区 , 2室1厅 , 61平米 ,83人关注 , 共9次带看 , 1个月以前发布,230,单价37705元/平米,顺义,"116.688628,40.123965"
西辛南区 精装修 南北通透两居室 ,西辛南区 , 2室1厅 , 70.25平米 ,52人关注 , 共20次带看 , 2个月以前发布,305,单价43417元/平米,顺义,"116.649455,40.141789"
石园北区 2室1厅 285万,石园北区 , 2室1厅 , 72.28平米 ,32人关注 , 共14次带看 , 1个月以前发布,285,单价39430元/平米,顺义,"116.670101,40.118729"
明厨明卫小两居!不临街不把边！看房方便！,石园南区 , 2室1厅 , 65.78平米 ,49人关注 , 共11次带看 , 1个月以前发布,260,单价39526元/平米,顺义,"116.668841,40.113345"
樱花园正规三居 复式房 明厨明卫,樱花园三区 , 3室1厅 , 105.87平米 ,48人关注 , 共5次带看 , 1个月以前发布,285,单价26920元/平米,顺义,"116.632377,40.033796"
裕龙三区 诚心出售  南北通透 看房方便,裕龙三区 , 2室2厅 , 87平米 ,9人关注 , 共1次带看 , 22天以前发布,380,单价43679元/平米,顺义,"116.678194,40.129754"
独立两居室，南北通透，中间楼层，业主诚心出售。,石园东苑 , 2室1厅 , 82.57平米 ,4人关注 , 共2次带看 , 22天以前发布,325,单价39361元/平米,顺义,"116.673369,40.111803"
馨港庄园二区 1室1厅 200万,馨港庄园二区 , 1室1厅 , 44.81平米 ,43人关注 , 共1次带看 , 22天以前发布,200,单价44633元/平米,顺义,"116.675236,40.039656"
马坡花园一区 4室3厅 510万,马坡花园一区 , 4室3厅 , 203平米 ,40人关注 , 共2次带看 , 1个月以前发布,510,单价25124元/平米,顺义,"116.661432,40.180564"
前进花园玉兰苑 2室2厅 400万,前进花园玉兰苑 , 2室2厅 , 91.72平米 ,28人关注 , 共2次带看 , 1个月以前发布,400,单价43611元/平米,顺义,"116.644273,40.14191"
馨港庄园三区 1室1厅 195万,馨港庄园三区 , 1室1厅 , 53.94平米 ,101人关注 , 共2次带看 , 18天以前发布,195,单价36152元/平米,顺义,"116.675955,40.037646"
三山新新家园南北通透两个卧室，楼层好，业主诚意出售,三山新新家园 , 3室1厅 , 95平米 ,17人关注 , 共5次带看 , 2个月以前发布,420,单价44211元/平米,顺义,"116.541005,40.103325"
精装婚房 中间楼层 一室一厅 南北通透 视野开阔,前进花园石门苑 , 1室1厅 , 69.86平米 ,14人关注 , 共5次带看 , 20天以前发布,290,单价41512元/平米,顺义,"116.639323,40.137953"
三山新新家园，户型方正  楼层高采光好,三山新新家园 , 3室1厅 , 112.66平米 ,23人关注 , 共6次带看 , 1个月以前发布,440,单价39056元/平米,顺义,"116.541005,40.103325"
南北通透三居室，房子满五年，无增值税和个人所得税,泰和谊园 , 3室2厅 , 127平米 ,22人关注 , 共6次带看 , 2个月以前发布,500,单价39371元/平米,顺义,"116.654713,40.185553"
智地香蜜湾   三居室   中等装修,智地香蜜湾 , 3室2厅 , 142平米 ,7人关注 , 共3次带看 , 2个月以前发布,800,单价56339元/平米,顺义,"116.545553,40.103666"
中粮祥云 平层三居 三面采光 南北通透,中粮祥云国际生活区 , 3室2厅 , 222平米 ,56人关注 , 共81次带看 , 4个月以前发布,1200,单价54055元/平米,顺义,"116.543161,40.097129"
中粮祥云别墅区 连廊别墅 南北通透 大花园,中粮祥云国际生活区 , 联排别墅 , 4室2厅 ,23人关注 , 共70次带看 , 5个月以前发布,2050,单价63523元/平米,顺义,"116.543161,40.097129"
焦各庄街2号院 2室1厅 240万,焦各庄街2号院 , 2室1厅 , 105.51平米 ,41人关注 , 共9次带看 , 1个月以前发布,240,单价22747元/平米,顺义,"116.625568,40.137845"
正规两居室   南北通透      方正格局,焦各庄街2号院 , 2室1厅 , 105.04平米 ,92人关注 , 共11次带看 , 2个月以前发布,249,单价23706元/平米,顺义,"116.625568,40.137845"
满二年，三居室，南北通透，带阳台,龙湖香醍漫步四区南区 , 3室1厅 , 116.18平米 ,10人关注 , 共1次带看 , 2个月以前发布,500,单价43037元/平米,顺义,"116.671487,40.213114"
精装两居，南北通透采光好，拎包入住,中铁花溪渡 , 2室2厅 , 85平米 ,47人关注 , 共22次带看 , 1个月以前发布,380,单价44706元/平米,顺义,"116.664815,40.189938"
双裕花园东区 五居复式 满两年 原值高 看房方便,双裕花园东区 , 5室2厅 , 209平米 ,63人关注 , 共47次带看 , 一年前发布,550,单价26316元/平米,顺义,"116.559275,40.113935"
鲁能7号院颐景溪园 2室1厅 353万,鲁能7号院颐景溪园 , 2室1厅 , 85.85平米 ,35人关注 , 共11次带看 , 1个月以前发布,353,单价41119元/平米,顺义,"116.669059,40.187381"
会展不限购北向一居 装修好 拎包入住,会展誉景 , 1室1厅 , 65.62平米 ,10人关注 , 共0次带看 , 23天以前发布,265,单价40385元/平米,顺义,"116.546902,40.085665"
精装一居室 不限购 采光好 房子有大阳台,东亚首航国际 , 1室1厅 , 70.77平米 ,33人关注 , 共0次带看 , 30天以前发布,200,单价28261元/平米,顺义,"116.605239,40.134877"
精装电梯房两居，免征增值税，2012年建成。,前进花园牡丹苑 , 2室1厅 , 96.53平米 ,47人关注 , 共11次带看 , 2个月以前发布,420,单价43510元/平米,顺义,"116.643868,40.139456"
南北通透 双卧室朝南 房本满二年 再三层 ,万科城市花园 , 3室1厅 , 119平米 ,58人关注 , 共14次带看 , 3个月以前发布,550,单价46219元/平米,顺义,"116.560168,40.110054"
港馨家园东区 精装大三居 满二年高原值 诚心出售,港馨家园东区 , 3室2厅 , 139.71平米 ,21人关注 , 共14次带看 , 2个月以前发布,495,单价35431元/平米,顺义,"116.697838,40.110591"
花园洋房 电梯入户 南北通透两居,顺鑫花语 , 2室2厅 , 92平米 ,26人关注 , 共13次带看 , 4个月以前发布,400,单价43479元/平米,顺义,"116.558192,40.162583"
双裕花园东区两居室 精装修 满五年,双裕花园东区 , 2室1厅 , 103.09平米 ,17人关注 , 共2次带看 , 2个月以前发布,460,单价44622元/平米,顺义,"116.559275,40.113935"
马坡花园一区 满五年 装修过 复式四居室,马坡花园一区 , 4室1厅 , 171.3平米 ,37人关注 , 共3次带看 , 3个月以前发布,468,单价27321元/平米,顺义,"116.661432,40.180564"
业主换房 诚心出售 有钥匙看房随时,东亚首航国际 , 1室0厅 , 43平米 ,74人关注 , 共10次带看 , 2个月以前发布,110,单价25582元/平米,顺义,"116.605239,40.134877"
智地香蜜湾 2室1厅 280万,智地香蜜湾 , 2室1厅 , 51.87平米 ,29人关注 , 共17次带看 , 一年前发布,280,单价53982元/平米,顺义,"116.545553,40.103666"
花溪渡精装三居室 高楼层 采光好 ,中铁花溪渡 , 3室1厅 , 128.35平米 ,37人关注 , 共40次带看 , 2个月以前发布,510,单价39736元/平米,顺义,"116.664815,40.189938"
港馨家园福景苑 双南卧 客厅朝北,港馨家园福景苑 , 2室1厅 , 108.33平米 ,14人关注 , 共60次带看 , 3个月以前发布,400,单价36925元/平米,顺义,"116.684752,40.114005"
香蜜湾不限购loft   精装修三居室,智地香蜜湾 , 3室2厅 , 66平米 ,58人关注 , 共7次带看 , 3个月以前发布,320,单价48485元/平米,顺义,"116.545553,40.103666"
不限购两居室  视野开阔 精装修,智地香蜜湾 , 2室1厅 , 51.86平米 ,38人关注 , 共2次带看 , 2个月以前发布,253,单价48786元/平米,顺义,"116.545553,40.103666"
龙湖香醍漫步二区 4室2厅 1280万,龙湖香醍漫步二区 , 独栋别墅 , 4室2厅 ,2人关注 , 共0次带看 , 2天以前发布,1280,单价64975元/平米,顺义,"116.670768,40.209956"
怡馨家园 落地飘窗 南北通透两居室 格局方正 仁和中学,怡馨家园 , 2室1厅 , 94.25平米 ,26人关注 , 共24次带看 , 29天以前发布,450,单价47746元/平米,顺义,"116.654682,40.125799"
桃花源别墅 花园适合泳池和游乐设施,东方太阳城 , 独栋别墅 , 7室3厅 ,11人关注 , 共12次带看 , 2个月以前发布,1800,单价40967元/平米,顺义,"116.722221,40.087052"
东方太阳城 4室2厅 616万,东方太阳城 , 4室2厅 , 167.63平米 ,111人关注 , 共186次带看 , 一年前发布,616,单价36748元/平米,顺义,"116.722221,40.087052"
裕龙二区简装隔断三居双卫 南北通透,裕龙二区 , 3室1厅 , 100.3平米 ,11人关注 , 共8次带看 , 1个月以前发布,390,单价38884元/平米,顺义,"116.674322,40.12784"
鲁能七号院颐景溪园   精装修   南北通透大三居,鲁能7号院颐景溪园 , 3室2厅 , 134.31平米 ,41人关注 , 共6次带看 , 1个月以前发布,545,单价40578元/平米,顺义,"116.669059,40.187381"
顺义新城，泰和谊园，商品房，双卧朝南，带电梯,泰和谊园 , 3室2厅 , 121平米 ,19人关注 , 共6次带看 , 2个月以前发布,500,单价41323元/平米,顺义,"116.654713,40.185553"
鲁能7号院洋房  精装修 南北双露台 诚售,鲁能7号院颐景润园 , 3室2厅 , 145.97平米 ,129人关注 , 共9次带看 , 3个月以前发布,700,单价47956元/平米,顺义,"116.669684,40.187552"
中铁花溪渡 精装三居室 诚意出售,中铁花溪渡 , 3室2厅 , 129平米 ,52人关注 , 共8次带看 , 5个月以前发布,525,单价40698元/平米,顺义,"116.664815,40.189938"
香花畦家园 4室2厅 820万,香花畦家园 , 4室2厅 , 163平米 ,29人关注 , 共6次带看 , 3个月以前发布,820,单价50307元/平米,顺义,"116.554991,40.116654"
"双裕花园西区,南北通透婚房，一居改两居",双裕花园西区 , 2室1厅 , 57平米 ,73人关注 , 共9次带看 , 1个月以前发布,300,单价52632元/平米,顺义,"116.555368,40.113521"
馨港精装两居双卫  南北通透 带花园 业主诚售,馨港庄园二区 , 2室2厅 , 111.44平米 ,18人关注 , 共6次带看 , 1个月以前发布,375,单价33651元/平米,顺义,"116.675236,40.039656"
裕龙五区 4室2厅 660万,裕龙五区 , 4室2厅 , 177平米 ,9人关注 , 共9次带看 , 2个月以前发布,660,单价37289元/平米,顺义,"116.683117,40.127185"
石门地铁。南北双通透户型。中间楼层4层,前进花园一区 , 2室1厅 , 81.9平米 ,34人关注 , 共9次带看 , 2个月以前发布,325,单价39683元/平米,顺义,"116.639934,40.143448"
非顶层2居，总价低，中等装修..............,前进花园一区 , 2室1厅 , 76.71平米 ,21人关注 , 共7次带看 , 1个月以前发布,315,单价41064元/平米,顺义,"116.639934,40.143448"
佳和宜园 满两年 南北向婚房三居室,佳和宜园 , 3室2厅 , 90.99平米 ,39人关注 , 共7次带看 , 2个月以前发布,315,单价34620元/平米,顺义,"116.655693,40.180093"
M15号线石门 正规两居室 南北通透 双阳台,西辛南区 , 2室1厅 , 67.12平米 ,52人关注 , 共14次带看 , 2个月以前发布,260,单价38737元/平米,顺义,"116.649455,40.141789"
仓上小区标准三居室 精装婚房 中间楼层 单价3.2万,仓上小区 , 3室1厅 , 107.66平米 ,32人关注 , 共11次带看 , 6个月以前发布,349,单价32417元/平米,顺义,"116.660144,40.120667"
金汉绿港五区  纯正两居室 东南朝向拎包入住,金汉绿港五区 , 2室1厅 , 80.45平米 ,83人关注 , 共12次带看 , 2个月以前发布,373,单价46365元/平米,顺义,"116.664712,40.14103"
佳和宜园 经典两居 满两年 诚心出售,佳和宜园 , 2室2厅 , 75.37平米 ,43人关注 , 共6次带看 , 2个月以前发布,290,单价38477元/平米,顺义,"116.655693,40.180093"
义宾南区 三阳开泰户型 此房满五年,义宾南区 , 3室2厅 , 128.31平米 ,17人关注 , 共0次带看 , 2个月以前发布,399,单价31097元/平米,顺义,"116.655445,40.137574"
马坡花园 南北两居室 满五年 精装修,马坡花园二区 , 2室2厅 , 98.88平米 ,37人关注 , 共15次带看 , 2个月以前发布,366,单价37015元/平米,顺义,"116.661657,40.18394"
精装修带阁楼，诚心出售，南北通透,顺鑫澜庭 , 4室2厅 , 168平米 ,26人关注 , 共0次带看 , 1个月以前发布,385,单价22917元/平米,顺义,"116.828681,40.166929"
万科城市花园 平层三居室 满五年 ,万科城市花园 , 3室2厅 , 145平米 ,88人关注 , 共0次带看 , 5个月以前发布,680,单价46897元/平米,顺义,"116.560168,40.110054"
泰和谊园 3室2厅 620万,泰和谊园 , 3室2厅 , 130.94平米 ,7人关注 , 共0次带看 , 1个月以前发布,620,单价47350元/平米,顺义,"116.654713,40.185553"
建新北区 1室1厅 310万,建新北区 , 1室1厅 , 68.5平米 ,7人关注 , 共0次带看 , 29天以前发布,310,单价45256元/平米,顺义,"116.659218,40.128885"
丽高三居室业主自己装修，满五年家庭没有第二套住房,丽高王府 , 3室2厅 , 210平米 ,19人关注 , 共0次带看 , 2个月以前发布,1260,单价60000元/平米,顺义,"116.568052,40.052589"
顺鑫花语 电梯入户 中高楼层 满五年,顺鑫花语 , 2室2厅 , 92.87平米 ,10人关注 , 共0次带看 , 5个月以前发布,420,单价45225元/平米,顺义,"116.558192,40.162583"
双兴东区 2室1厅 295万,双兴东区 , 2室1厅 , 67.88平米 ,5人关注 , 共0次带看 , 22天以前发布,295,单价43460元/平米,顺义,"116.664599,40.144969"
业主诚心出售，满五年，南北通透，采光充足,马坡花园一区 , 4室2厅 , 135.72平米 ,6人关注 , 共0次带看 , 2个月以前发布,410,单价30210元/平米,顺义,"116.661432,40.180564"
江山赋 1室1厅 260万,江山赋 , 1室1厅 , 105平米 ,15人关注 , 共5次带看 , 1个月以前发布,260,单价24762元/平米,顺义,"116.559953,40.117154"
裕祥花园二期复式房，精装修满五年，四层南北通透,裕祥花园 , 2室1厅 , 91平米 ,19人关注 , 共0次带看 , 4个月以前发布,400,单价43957元/平米,顺义,"116.554715,40.107876"
金汉绿港五区 3室1厅 510万,金汉绿港五区 , 3室1厅 , 109.57平米 ,0人关注 , 共1次带看 , 26天以前发布,510,单价46546元/平米,顺义,"116.664712,40.14103"
青岚花园小镇 大平层 高楼层 精装修 汉民区 税费少,青岚花园 , 4室2厅 , 175平米 ,32人关注 , 共1次带看 , 4个月以前发布,600,单价34286元/平米,顺义,"116.541024,40.123247"
龙湖香醍漫步 南北通透三居室 楼层好 随时可看,龙湖香醍漫步四区北区 , 3室2厅 , 120平米 ,89人关注 , 共135次带看 , 一年前发布,500,单价41667元/平米,顺义,"116.678059,40.21342"
龙湖香醍漫步四区北区 4室3厅 1000万,龙湖香醍漫步四区北区 , 独栋别墅 , 4室3厅 ,26人关注 , 共33次带看 , 3个月以前发布,1000,单价33992元/平米,顺义,"116.678059,40.21342"
南北通电梯纯两居，此房为商品房,阳光水岸 , 2室1厅 , 87平米 ,6人关注 , 共4次带看 , 1个月以前发布,410,单价47127元/平米,顺义,"116.664908,40.147679"
双阳南区 3室2厅 400万,双阳南区 , 3室2厅 , 133平米 ,0人关注 , 共1次带看 , 1个月以前发布,400,单价30076元/平米,顺义,"116.840824,40.161336"
裕龙三区 2室1厅 290万,裕龙三区 , 2室1厅 , 70.01平米 ,36人关注 , 共4次带看 , 1个月以前发布,290,单价41423元/平米,顺义,"116.678194,40.129754"
